# ###################################################
# INSTITUTO GEOFÍSICO -ESCUELA POLITÉCNICA NACIONAL #
#                                                   #
#                                                    
# IG-EPN Catálogo Sísmico Instrumental del Ecuador
# Copyright (C) Instituto Geofísico - Escuela Politécnica Nacional
# Quito - Ecuador
# https://www.igepn.edu.ec/
# Fecha de generación: 22-Jan-2026
# 
# 
# Estos datos corresponden a las magnitudes de los eventos sismicos
# Los eventos son los de magnitudes 3.5 o más y registrados en Ecuador
# 
# Explicacion de los campos incluidos:
#
# event:                  código del evento al cual están asociadas las magnitudes
# orig_id:                identificador del evento sísmico al cual se asocian las magnitudes
# magnitude_value:        valor de la magnitud calculada y promediada 
# magnitude_uncertainty:  incertidumbre en el calculo de la magnitud
# magnitude_type:         tipo de magnitud
# methodID:               método para el cálculo de las magnitudes
# stationCount:           número de estaciones con la que se calculó la magnitud
# agencyID:               fuente de generación de los datos
# 
#
#event,orig_id, magnitude_value, magnitude_uncertainty, magnitude_type, methodID, stationCount, agencyID
igepn2020wmot, 214014,  4.2, 0.17,     Mjma,         trimmed mean,   24,  IG-EPN
igepn2020wmot, 214014,  4.1, 0.21,      MLv,         trimmed mean,   24,  IG-EPN
igepn2020wmot, 214014,  4.0, 0.26,   Ms(BB),         trimmed mean,    4,  IG-EPN
igepn2020wmot, 214014,  4.1,  NaN,        M,     weighted average,   24,  IG-EPN
igepn2020wufa, 214195,  4.1, 0.27,     Mjma,         trimmed mean,   46,  IG-EPN
igepn2020wufa, 214195,  4.1, 0.27,      MLv,         trimmed mean,   46,  IG-EPN
igepn2020wufa, 214195,  4.0, 0.36,   Ms(BB),         trimmed mean,   29,  IG-EPN
igepn2020wufa, 214195,  4.3, 0.32,       ML,     trimmed mean(25),    9,  IG-EPN
igepn2020wufa, 214195,  4.1,  NaN,        M,     weighted average,   46,  IG-EPN
igepn2020wyzi, 214308,  3.6, 0.14,     Mjma,         trimmed mean,   23,  IG-EPN
igepn2020wyzi, 214308,  3.6, 0.16,      MLv,         trimmed mean,   25,  IG-EPN
igepn2020wyzi, 214308,  3.9, 0.30,   Ms(BB),         trimmed mean,    4,  IG-EPN
igepn2020wyzi, 214308,  3.8, 0.10,       ML,     trimmed mean(25),    5,  IG-EPN
igepn2020wyzi, 214308,  3.8,  NaN,        M,     weighted average,   25,  IG-EPN
igepn2020xvjk, 214829,  4.2, 0.15,     Mjma,         trimmed mean,   12,  IG-EPN
igepn2020xvjk, 214829,  4.1, 0.18,      MLv,         trimmed mean,   12,  IG-EPN
igepn2020xvjk, 214829,  4.3, 0.54,       ML,                 mean,    2,  IG-EPN
igepn2020xvjk, 214829,  4.2,  NaN,        M,     weighted average,   12,  IG-EPN
igepn2020yehl, 215046,  3.9, 0.14,     Mjma,         trimmed mean,   32,  IG-EPN
igepn2020yehl, 215046,  3.7, 0.14,      MLv,         trimmed mean,   32,  IG-EPN
igepn2020yehl, 215046,  3.9, 0.20,   Ms(BB),         trimmed mean,    6,  IG-EPN
igepn2020yehl, 215046,  3.8,  NaN,        M,     weighted average,   32,  IG-EPN
igepn2020edbf, 202595,  3.8, 0.17,     Mjma,         trimmed mean,    6,  IG-EPN
igepn2020edbf, 202595,  3.8, 0.20,      MLv,         trimmed mean,    7,  IG-EPN
igepn2020edbf, 202595,  4.3, 0.25,       ML,     trimmed mean(25),    6,  IG-EPN
igepn2020edbf, 202595,  4.0,  NaN,        M,     weighted average,    7,  IG-EPN
igepn2020luwd, 207017,  3.9, 0.16,     Mjma,         trimmed mean,   43,  IG-EPN
igepn2020luwd, 207017,  3.8, 0.19,      MLv,         trimmed mean,   43,  IG-EPN
igepn2020luwd, 207017,  3.9, 0.32,   Ms(BB),         trimmed mean,   23,  IG-EPN
igepn2020luwd, 207017,  4.1, 0.26,       ML,     trimmed mean(25),   25,  IG-EPN
igepn2020luwd, 207017,  3.9,  NaN,        M,     weighted average,   43,  IG-EPN
igepn2020xvji, 214827,  4.0, 0.15,     Mjma,         trimmed mean,   15,  IG-EPN
igepn2020xvji, 214827,  3.9, 0.20,      MLv,         trimmed mean,   15,  IG-EPN
igepn2020xvji, 214827,  4.5, 0.20,       ML,                 mean,    3,  IG-EPN
igepn2020xvji, 214827,  4.1,  NaN,        M,     weighted average,   15,  IG-EPN
igepn2020yvqi, 215729,  4.3, 0.19,     Mjma,         trimmed mean,   24,  IG-EPN
igepn2020yvqi, 215729,  3.9, 0.24,      MLv,         trimmed mean,   24,  IG-EPN
igepn2020yvqi, 215729,  3.9, 0.17,   Ms(BB),         trimmed mean,    9,  IG-EPN
igepn2020yvqi, 215729,  4.0,  NaN,        M,     weighted average,   24,  IG-EPN
igepn2020zcjr, 215978,  4.1, 0.19,     Mjma,         trimmed mean,   40,  IG-EPN
igepn2020zcjr, 215978,  4.0, 0.23,      MLv,         trimmed mean,   41,  IG-EPN
igepn2020zcjr, 215978,  4.1, 0.17,   Ms(BB),         trimmed mean,   17,  IG-EPN
igepn2020zcjr, 215978,  4.1,  NaN,        M,     weighted average,   41,  IG-EPN
igepn2021cftc, 217678,  3.7, 0.22,      MLv,                 mean,    3,  IG-EPN
igepn2021cftc, 217678,  4.2, 0.20,     Mjma,                 mean,    3,  IG-EPN
igepn2021cftc, 217678,  3.9, 0.00,   Ms(BB),                 mean,    1,  IG-EPN
igepn2021cftc, 217678,  3.9,  NaN,        M,     weighted average,    3,  IG-EPN
igepn2021epqm, 218890,  3.9, 0.28,      MLv,         trimmed mean,   10,  IG-EPN
igepn2021epqm, 218890,  4.1, 0.22,     Mjma,         trimmed mean,    8,  IG-EPN
igepn2021epqm, 218890,  4.1, 0.43,   Ms(BB),         trimmed mean,    5,  IG-EPN
igepn2021epqm, 218890,  4.2,  NaN,        M,     weighted average,   10,  IG-EPN
igepn2021epqm, 218890,  4.4, 0.42,       ML,     trimmed mean(25),   10,  IG-EPN
igepn2016dbhc,  92143,  4.0, 0.16,     Mjma,         trimmed mean,   24,  IG-EPN
igepn2016dbhc,  92143,  4.0, 0.20,      MLv,         trimmed mean,   24,  IG-EPN
igepn2016dbhc,  92143,  4.0, 0.21,   Ms(BB),         trimmed mean,   23,  IG-EPN
igepn2016dbhc,  92143,  4.0,  NaN,        M,     weighted average,   24,  IG-EPN
igepn2020lblh, 206677,  3.6, 0.35,      MLv,         trimmed mean,   48,  IG-EPN
igepn2020lblh, 206677,  3.6,  NaN,        M,     weighted average,   48,  IG-EPN
igepn2021aobp, 216673,  4.0, 0.16,     Mjma,         trimmed mean,   26,  IG-EPN
igepn2021aobp, 216673,  3.8, 0.20,      MLv,         trimmed mean,   26,  IG-EPN
igepn2021aobp, 216673,  4.2, 0.29,   Ms(BB),         trimmed mean,    6,  IG-EPN
igepn2021aobp, 216673,  4.0,  NaN,        M,     weighted average,   26,  IG-EPN
igepn2021arhu, 216729,  3.8, 0.14,     Mjma,         trimmed mean,   22,  IG-EPN
igepn2021arhu, 216729,  3.6, 0.18,      MLv,         trimmed mean,   22,  IG-EPN
igepn2021arhu, 216729,  3.7, 0.38,   Ms(BB),         trimmed mean,    5,  IG-EPN
igepn2021arhu, 216729,  4.0, 0.20,       ML,     trimmed mean(25),   21,  IG-EPN
igepn2021arhu, 216729,  3.8,  NaN,        M,     weighted average,   22,  IG-EPN
igepn2021eyus, 219055,  3.8, 0.18,     Mjma,         trimmed mean,   12,  IG-EPN
igepn2021eyus, 219055,  3.7, 0.28,      MLv,                 mean,   25,  IG-EPN
igepn2021eyus, 219055,  3.8,  NaN,        M,     weighted average,   25,  IG-EPN
igepn2021eyus, 219055,  4.0, 0.22,       ML,     trimmed mean(25),   13,  IG-EPN
igepn2020mzbo, 207571,  3.8, 0.25,      MLv,         trimmed mean,   19,  IG-EPN
igepn2020mzbo, 207571,  3.8, 0.11,     Mjma,         trimmed mean,   19,  IG-EPN
igepn2020mzbo, 207571,  3.8, 0.16,   Ms(BB),         trimmed mean,   12,  IG-EPN
igepn2020mzbo, 207571,  3.8,  NaN,        M,     weighted average,   19,  IG-EPN
igepn2021figv, 219222,  3.9, 0.11,     Mjma,         trimmed mean,   13,  IG-EPN
igepn2021figv, 219222,  3.9, 0.19,      MLv,         trimmed mean,   13,  IG-EPN
igepn2021figv, 219222,  4.0, 0.26,   Ms(BB),         trimmed mean,    6,  IG-EPN
igepn2021figv, 219222,  4.0,  NaN,        M,     weighted average,   13,  IG-EPN
igepn2021figv, 219222,  4.3, 0.25,       ML,     trimmed mean(25),   12,  IG-EPN
igepn2021eixt, 218785,  3.6, 0.19,      MLv,         trimmed mean,   25,  IG-EPN
igepn2021eixt, 218785,  3.7, 0.16,     Mjma,         trimmed mean,   25,  IG-EPN
igepn2021eixt, 218785,  4.0, 0.80,   Ms(BB),         trimmed mean,    4,  IG-EPN
igepn2021eixt, 218785,  3.8,  NaN,        M,     weighted average,   25,  IG-EPN
igepn2021ewmm, 219024,  3.5, 0.12,     Mjma,         trimmed mean,   11,  IG-EPN
igepn2021ewmm, 219024,  3.9, 0.18,       ML,         trimmed mean,   10,  IG-EPN
igepn2021ewmm, 219024,  3.5, 0.13,      MLv,         trimmed mean,   11,  IG-EPN
igepn2021ewmm, 219024,  3.7,  NaN,        M,     weighted average,   11,  IG-EPN
igepn2021ftce, 219384,  4.1, 0.20,     Mjma,         trimmed mean,   37,  IG-EPN
igepn2021ftce, 219384,  4.0, 0.23,      MLv,         trimmed mean,   36,  IG-EPN
igepn2021ftce, 219384,  4.1, 0.38,   Ms(BB),         trimmed mean,   23,  IG-EPN
igepn2021ftce, 219384,  4.3, 0.30,       ML,     trimmed mean(25),   36,  IG-EPN
igepn2021ftce, 219384,  4.1,  NaN,        M,     weighted average,   37,  IG-EPN
igepn2021fujk, 219411,  4.3, 0.13,     Mjma,         trimmed mean,   13,  IG-EPN
igepn2021fujk, 219411,  4.2, 0.18,      MLv,         trimmed mean,   13,  IG-EPN
igepn2021fujk, 219411,  4.3, 0.43,   Ms(BB),         trimmed mean,    5,  IG-EPN
igepn2021fujk, 219411,  4.8, 0.51,       ML,     trimmed mean(25),    4,  IG-EPN
igepn2021fujk, 219411,  4.4,  NaN,        M,     weighted average,   13,  IG-EPN
igepn2021fzab, 219490,  4.0, 0.26,      MLv,         trimmed mean,   28,  IG-EPN
igepn2021fzab, 219490,  4.0,  NaN,        M,     weighted average,   28,  IG-EPN
igepn2021gsci, 219802,  3.5, 0.18,      MLv,         trimmed mean,   18,  IG-EPN
igepn2021gsci, 219802,  4.1, 0.06,       mb,                 mean,    2,  IG-EPN
igepn2021gsci, 219802,  4.8, 0.00,       mB,                 mean,    1,  IG-EPN
igepn2021gsci, 219802,  4.1, 0.40,   Mw(mB),                     ,    1,  IG-EPN
igepn2021gsci, 219802,  3.7, 0.12,     Mjma,         trimmed mean,   18,  IG-EPN
igepn2021gsci, 219802,  3.6, 0.22,   Ms(BB),         trimmed mean,   14,  IG-EPN
igepn2021gsci, 219802,  4.0, 0.24,       ML,     trimmed mean(25),   18,  IG-EPN
igepn2021gsci, 219802,  3.8,  NaN,        M,     weighted average,   18,  IG-EPN
igepn2021gahc, 219525,  3.8, 0.16,     Mjma,         trimmed mean,   24,  IG-EPN
igepn2021gahc, 219525,  3.8, 0.19,      MLv,         trimmed mean,   24,  IG-EPN
igepn2021gahc, 219525,  3.8, 0.15,   Ms(BB),         trimmed mean,   14,  IG-EPN
igepn2021gahc, 219525,  3.8,  NaN,        M,     weighted average,   24,  IG-EPN
igepn2021hpqp, 220199,  6.4, 0.19,      mBc,         trimmed mean,   26,  IG-EPN
igepn2021hpqp, 220199,  5.7, 0.40,  Mw(mBc),                     ,   26,  IG-EPN
igepn2021hpqp, 220199,  5.0, 0.23,       mb,         trimmed mean,   32,  IG-EPN
igepn2021hpqp, 220199,  5.3, 0.19,       mB,         trimmed mean,   26,  IG-EPN
igepn2021hpqp, 220199,  4.7, 0.40,   Mw(mB),                     ,   26,  IG-EPN
igepn2021hpqp, 220199,  5.2, 0.13,     Mjma,         trimmed mean,   32,  IG-EPN
igepn2021hpqp, 220199,  5.0, 0.19,       ML,         trimmed mean,   28,  IG-EPN
igepn2021hpqp, 220199,  4.8, 0.18,      MLv,         trimmed mean,   31,  IG-EPN
igepn2021hpqp, 220199,  4.7, 0.17,   Ms(BB),         trimmed mean,   32,  IG-EPN
igepn2021hpqp, 220199,  5.4, 0.05,      Mwp,         trimmed mean,    6,  IG-EPN
igepn2021hpqp, 220199,  5.2, 0.40,  Mw(Mwp),                     ,    6,  IG-EPN
igepn2021hpqp, 220199,  5.0,  NaN,        M,     weighted average,   32,  IG-EPN
igepn2021hrye, 220240,  3.8, 0.07,     Mjma,         trimmed mean,   13,  IG-EPN
igepn2021hrye, 220240,  4.1, 0.25,       ML,         trimmed mean,   12,  IG-EPN
igepn2021hrye, 220240,  3.7, 0.15,      MLv,         trimmed mean,   13,  IG-EPN
igepn2021hrye, 220240,  3.8, 0.16,   Ms(BB),         trimmed mean,   13,  IG-EPN
igepn2021hrye, 220240,  3.9,  NaN,        M,     weighted average,   13,  IG-EPN
igepn2021hvkq, 220291,  3.7, 0.21,      MLv,         trimmed mean,   24,  IG-EPN
igepn2021hvkq, 220291,  3.7, 0.19,     Mjma,         trimmed mean,   24,  IG-EPN
igepn2021hvkq, 220291,  4.1, 0.28,       ML,     trimmed mean(25),   25,  IG-EPN
igepn2021hvkq, 220291,  3.8,  NaN,        M,     weighted average,   25,  IG-EPN
igepn2021iaww, 220371,  3.9, 0.23,      MLv,         trimmed mean,   14,  IG-EPN
igepn2021iaww, 220371,  4.0, 0.12,     Mjma,         trimmed mean,   14,  IG-EPN
igepn2021iaww, 220371,  3.9, 0.13,   Ms(BB),         trimmed mean,   12,  IG-EPN
igepn2021iaww, 220371,  4.0,  NaN,        M,     weighted average,   14,  IG-EPN
igepn2021iaww, 220371,  4.3, 0.28,       ML,     trimmed mean(25),   14,  IG-EPN
igepn2021idkl, 220415,  3.9, 0.12,     Mjma,         trimmed mean,   24,  IG-EPN
igepn2021idkl, 220415,  3.9, 0.16,      MLv,         trimmed mean,   25,  IG-EPN
igepn2021idkl, 220415,  4.0, 0.14,   Ms(BB),         trimmed mean,    9,  IG-EPN
igepn2021idkl, 220415,  4.2, 0.22,       ML,     trimmed mean(25),   24,  IG-EPN
igepn2021idkl, 220415,  4.0,  NaN,        M,     weighted average,   25,  IG-EPN
igepn2021itci, 220690,  4.6, 0.33,       ML,     trimmed mean(25),    6,  IG-EPN
igepn2021itci, 220690,  4.3, 0.27,      MLv,     trimmed mean(25),    7,  IG-EPN
igepn2021itci, 220690,  4.2, 0.15,     Mjma,     trimmed mean(25),    7,  IG-EPN
igepn2021itci, 220690,  4.4,  NaN,        M,     weighted average,    7,  IG-EPN
igepn2021jdql, 220878,  3.8, 0.09,     Mjma,         trimmed mean,   17,  IG-EPN
igepn2021jdql, 220878,  4.1, 0.12,       ML,         trimmed mean,   16,  IG-EPN
igepn2021jdql, 220878,  3.7, 0.08,      MLv,         trimmed mean,   17,  IG-EPN
igepn2021jdql, 220878,  3.7, 0.11,   Ms(BB),         trimmed mean,   15,  IG-EPN
igepn2021jdql, 220878,  3.8,  NaN,        M,     weighted average,   17,  IG-EPN
igepn2021jdxs, 220887,  4.3, 0.15,      MLv,         trimmed mean,   19,  IG-EPN
igepn2021jdxs, 220887,  4.3, 0.11,     Mjma,         trimmed mean,   19,  IG-EPN
igepn2021jdxs, 220887,  4.4, 0.13,   Ms(BB),         trimmed mean,   13,  IG-EPN
igepn2021jdxs, 220887,  4.4,  NaN,        M,     weighted average,   19,  IG-EPN
igepn2021jdxs, 220887,  4.7, 0.21,       ML,     trimmed mean(25),   19,  IG-EPN
igepn2021jqnp, 221081,  3.5, 0.09,      MLv,         trimmed mean,   12,  IG-EPN
igepn2021jqnp, 221081,  3.8, 0.11,     Mjma,         trimmed mean,   12,  IG-EPN
igepn2021jqnp, 221081,  3.7, 0.12,   Ms(BB),         trimmed mean,    6,  IG-EPN
igepn2021jqnp, 221081,  3.7,  NaN,        M,     weighted average,   12,  IG-EPN
igepn2021jqnp, 221081,  3.9, 0.10,       ML,     trimmed mean(25),   11,  IG-EPN
igepn2021irly, 220653,  3.5, 0.18,      MLv,         trimmed mean,   18,  IG-EPN
igepn2021irly, 220653,  3.6, 0.13,     Mjma,         trimmed mean,   17,  IG-EPN
igepn2021irly, 220653,  3.8, 0.21,   Ms(BB),         trimmed mean,    9,  IG-EPN
igepn2021irly, 220653,  3.6,  NaN,        M,     weighted average,   18,  IG-EPN
igepn2021rrua, 224879,  3.8, 0.13,     Mjma,         trimmed mean,   26,  IG-EPN
igepn2021rrua, 224879,  3.8, 0.16,      MLv,         trimmed mean,   26,  IG-EPN
igepn2021rrua, 224879,  4.0, 0.20,   Ms(BB),         trimmed mean,   14,  IG-EPN
igepn2021rrua, 224879,  4.2, 0.27,       ML,     trimmed mean(25),   25,  IG-EPN
igepn2021rrua, 224879,  3.9,  NaN,        M,     weighted average,   26,  IG-EPN
igepn2021seht, 225081,  4.9, 0.26,       ML,     trimmed mean(25),   42,  IG-EPN
igepn2021seht, 225081,  4.7,  NaN,        M,     weighted average,   44,  IG-EPN
igepn2021seht, 225081,  5.1, 0.00,       mb,                 mean,    1,  IG-EPN
igepn2021seht, 225081,  5.4, 0.00,       mB,                 mean,    1,  IG-EPN
igepn2021seht, 225081,  4.9, 0.40,   Mw(mB),                     ,    1,  IG-EPN
igepn2021seht, 225081,  4.5, 0.14,     Mjma,         trimmed mean,   42,  IG-EPN
igepn2021seht, 225081,  4.5, 0.17,      MLv,         trimmed mean,   44,  IG-EPN
igepn2021seht, 225081,  4.5, 0.20,   Ms(BB),         trimmed mean,   34,  IG-EPN
igepn2021sjuv, 225197,  4.7, 0.40,      MLv,                 mean,    3,  IG-EPN
igepn2021sjuv, 225197,  4.7,  NaN,        M,     weighted average,    3,  IG-EPN
igepn2021sjuv, 225197,  4.6, 0.46,     Mjma,                 mean,    3,  IG-EPN
igepn2021sjuv, 225197,  4.9, 0.67,       ML,                 mean,    2,  IG-EPN
igepn2021ssdv, 225301,  3.6, 0.17,     Mjma,         trimmed mean,   19,  IG-EPN
igepn2021ssdv, 225301,  3.6, 0.20,      MLv,                 mean,   19,  IG-EPN
igepn2021ssdv, 225301,  3.8, 0.12,   Ms(BB),         trimmed mean,   12,  IG-EPN
igepn2021ssdv, 225301,  4.1, 0.28,       ML,     trimmed mean(25),   18,  IG-EPN
igepn2021ssdv, 225301,  3.8,  NaN,        M,     weighted average,   19,  IG-EPN
igepn2021sxhl, 225360,  4.0, 0.10,     Mjma,         trimmed mean,    6,  IG-EPN
igepn2021sxhl, 225360,  3.9, 0.15,      MLv,         trimmed mean,    6,  IG-EPN
igepn2021sxhl, 225360,  4.1, 0.14,   Ms(BB),         trimmed mean,    5,  IG-EPN
igepn2021sxhl, 225360,  4.3, 0.25,       ML,     trimmed mean(25),    6,  IG-EPN
igepn2021sxhl, 225360,  4.1,  NaN,        M,     weighted average,    6,  IG-EPN
igepn2021tbop, 225419,  3.9, 0.21,     Mjma,         trimmed mean,    6,  IG-EPN
igepn2021tbop, 225419,  3.9, 0.32,      MLv,         trimmed mean,    6,  IG-EPN
igepn2021tbop, 225419,  4.0, 0.19,   Ms(BB),         trimmed mean,    7,  IG-EPN
igepn2021tbop, 225419,  4.1,  NaN,        M,     weighted average,    7,  IG-EPN
igepn2021tbop, 225419,  4.4, 0.36,       ML,     trimmed mean(25),    6,  IG-EPN
igepn2021udxj, 225831,  3.9, 0.14,     Mjma,         trimmed mean,   19,  IG-EPN
igepn2021udxj, 225831,  3.7, 0.23,      MLv,         trimmed mean,   19,  IG-EPN
igepn2021udxj, 225831,  3.9,  NaN,        M,     weighted average,   19,  IG-EPN
igepn2021udxj, 225831,  4.1, 0.23,       ML,     trimmed mean(25),   18,  IG-EPN
igepn2021tqff, 225647,  4.0, 0.14,      MLv,         trimmed mean,   39,  IG-EPN
igepn2021tqff, 225647,  4.2, 0.16,     Mjma,         trimmed mean,   15,  IG-EPN
igepn2021tqff, 225647,  4.0, 0.19,   Ms(BB),         trimmed mean,   19,  IG-EPN
igepn2021tqff, 225647,  4.4, 0.15,     Mjma,     trimmed mean(25),    7,  IG-EPN
igepn2021tqff, 225647,  4.1,  NaN,        M,     weighted average,   39,  IG-EPN
igepn2021topp, 225635,  4.3, 0.19,      MLv,         trimmed mean,   36,  IG-EPN
igepn2021topp, 225635,  4.3, 0.17,     Mjma,         trimmed mean,   36,  IG-EPN
igepn2021topp, 225635,  4.4, 0.20,   Ms(BB),         trimmed mean,   24,  IG-EPN
igepn2021topp, 225635,  3.9, 0.00,       ML,                 mean,    1,  IG-EPN
igepn2021topp, 225635,  4.2,  NaN,        M,     weighted average,   36,  IG-EPN
igepn2021tyxz, 225764,  4.7, 0.15,     Mjma,         trimmed mean,   23,  IG-EPN
igepn2021tyxz, 225764,  4.4, 0.13,      MLv,         trimmed mean,   23,  IG-EPN
igepn2021tyxz, 225764,  4.4, 0.16,   Ms(BB),         trimmed mean,   21,  IG-EPN
igepn2021tyxz, 225764,  4.6, 0.21,       ML,     trimmed mean(25),    8,  IG-EPN
igepn2021tyxz, 225764,  4.5,  NaN,        M,     weighted average,   23,  IG-EPN
igepn2021wouv, 227069,  4.6, 0.15,     Mjma,         trimmed mean,   25,  IG-EPN
igepn2021wouv, 227069,  4.4, 0.21,      MLv,         trimmed mean,   25,  IG-EPN
igepn2021wouv, 227069,  4.5, 0.11,   Ms(BB),         trimmed mean,   14,  IG-EPN
igepn2021wouv, 227069,  4.5,  NaN,        M,     weighted average,   25,  IG-EPN
igepn2021wwyq, 227223,  4.3, 0.14,     Mjma,         trimmed mean,   19,  IG-EPN
igepn2021wwyq, 227223,  4.3, 0.16,      MLv,         trimmed mean,   19,  IG-EPN
igepn2021wwyq, 227223,  4.4, 0.18,   Ms(BB),         trimmed mean,   10,  IG-EPN
igepn2021wwyq, 227223,  4.3,  NaN,        M,     weighted average,   19,  IG-EPN
igepn2021wyvu, 227278,  4.7, 0.15,     Mjma,         trimmed mean,   19,  IG-EPN
igepn2021wyvu, 227278,  4.6, 0.20,      MLv,         trimmed mean,   23,  IG-EPN
igepn2021wyvu, 227278,  4.9, 0.27,       ML,     trimmed mean(25),   14,  IG-EPN
igepn2021wyvu, 227278,  4.7,  NaN,        M,     weighted average,   23,  IG-EPN
igepn2021xwgl, 227814,  3.5, 0.18,      MLv,         trimmed mean,   14,  IG-EPN
igepn2021xwgl, 227814,  3.6, 0.11,     Mjma,         trimmed mean,   14,  IG-EPN
igepn2021xwgl, 227814,  3.9, 0.06,   Ms(BB),         trimmed mean,    6,  IG-EPN
igepn2021xwgl, 227814,  3.7,  NaN,        M,     weighted average,   14,  IG-EPN
igepn2021xwgl, 227814,  3.9, 0.16,       ML,     trimmed mean(25),   13,  IG-EPN
igepn2021wooh, 227059,  3.6, 0.16,     Mjma,         trimmed mean,   10,  IG-EPN
igepn2021wooh, 227059,  4.0, 0.34,       ML,         trimmed mean,   10,  IG-EPN
igepn2021wooh, 227059,  3.5, 0.20,      MLv,         trimmed mean,   10,  IG-EPN
igepn2021wooh, 227059,  3.7, 0.24,   Ms(BB),         trimmed mean,    8,  IG-EPN
igepn2021wooh, 227059,  3.7,  NaN,        M,     weighted average,   10,  IG-EPN
igepn2021wclf, 226815,  4.3, 0.18,     Mjma,         trimmed mean,   23,  IG-EPN
igepn2021wclf, 226815,  4.6, 0.26,       ML,         trimmed mean,    9,  IG-EPN
igepn2021wclf, 226815,  4.2, 0.24,      MLv,         trimmed mean,   23,  IG-EPN
igepn2021wclf, 226815,  4.3, 0.17,   Ms(BB),         trimmed mean,   13,  IG-EPN
igepn2021wclf, 226815,  4.5, 0.25,       ML,     trimmed mean(25),    7,  IG-EPN
igepn2021wclf, 226815,  4.4,  NaN,        M,     weighted average,   23,  IG-EPN
igepn2021xvwi, 227805,  5.2, 0.13,     Mjma,         trimmed mean,   39,  IG-EPN
igepn2021xvwi, 227805,  5.2, 0.11,      MLv,         trimmed mean,   39,  IG-EPN
igepn2021xvwi, 227805,  5.1, 0.20,   Ms(BB),         trimmed mean,   27,  IG-EPN
igepn2021xvwi, 227805,  5.3,  NaN,        M,     weighted average,   39,  IG-EPN
igepn2021xvwi, 227805,  5.8, 0.24,       ML,                 mean,    2,  IG-EPN
igepn2021wzwh, 227293,  4.0, 0.00,       mb,                 mean,    1,  IG-EPN
igepn2021wzwh, 227293,  3.8, 0.20,      MLv,         trimmed mean,   56,  IG-EPN
igepn2021wzwh, 227293,  3.8, 0.28,   Ms(BB),         trimmed mean,   27,  IG-EPN
igepn2021wzwh, 227293,  3.9,  NaN,        M,     weighted average,   56,  IG-EPN
igepn2021yvod, 228523,  4.3, 0.16,     Mjma,         trimmed mean,   28,  IG-EPN
igepn2021yvod, 228523,  4.1, 0.17,      MLv,         trimmed mean,   28,  IG-EPN
igepn2021yvod, 228523,  4.3, 0.16,   Ms(BB),         trimmed mean,   20,  IG-EPN
igepn2021yvod, 228523,  4.3,  NaN,        M,     weighted average,   28,  IG-EPN
igepn2021yvod, 228523,  4.6, 0.23,       ML,     trimmed mean(25),   26,  IG-EPN
igepn2019haju, 186134,  3.7, 0.10,     Mjma,         trimmed mean,   20,  IG-EPN
igepn2019haju, 186134,  3.7, 0.19,      MLv,         trimmed mean,   20,  IG-EPN
igepn2019haju, 186134,  3.8, 0.18,   Ms(BB),         trimmed mean,   19,  IG-EPN
igepn2019haju, 186134,  3.7,  NaN,        M,     weighted average,   20,  IG-EPN
igepn2021bctq, 217031,  3.6, 0.20,      MLv,         trimmed mean,   15,  IG-EPN
igepn2021bctq, 217031,  3.8, 0.15,     Mjma,         trimmed mean,   15,  IG-EPN
igepn2021bctq, 217031,  3.7,  NaN,        M,     weighted average,   15,  IG-EPN
igepn2021bcge, 217008,  4.3, 0.20,      MLv,         trimmed mean,   33,  IG-EPN
igepn2021bcge, 217008,  4.6, 0.17,     Mjma,         trimmed mean,   33,  IG-EPN
igepn2021bcge, 217008,  4.4, 0.22,   Ms(BB),         trimmed mean,   13,  IG-EPN
igepn2021bcge, 217008,  4.7, 0.21,       ML,     trimmed mean(25),   12,  IG-EPN
